,Unnamed: 0,Date,Close,NextWeek,Profit1,Profit2,Profit3,Profit4
0,0,2019-01-02,6665.939941,0.0436757815967247,0.0,0.0,0.0,0.0
1,1,2019-01-03,6463.5,0.0808493577782935,-0.03132048286532059,0.0,0.0,0.0
2,2,2019-01-04,6738.859863,0.0345192097371264,0.04086149120148274,0.01082080997118964,0.0,0.0
3,3,2019-01-05,6823.470215,0.0120832515424118,0.012399900539464815,0.052754713314154954,0.023086533543255253,0.0
4,4,2019-01-06,6823.470215,0.0120832515424118,0.0,0.012399900539464815,0.052754713314154954,0.023086533543255253
5,5,2019-01-07,6823.470215,0.0120832515424118,0.0,0.0,0.012399900539464815,0.052754713314154954
6,6,2019-01-08,6897.0,0.018389166014209,0.010661125851819591,0.010661125851819591,0.010661125851819591,0.022928829491083127
7,7,2019-01-09,6957.080078,0.011155522450492,0.00863581809126906,0.019204876399584212,0.019204876399584212,0.019204876399584212
8,8,2019-01-10,6986.069824,0.0140837608954306,0.004149650193934305,0.012749632660986148,0.023274833074442496,0.023274833074442496
9,9,2019-01-11,6971.47998,0.0266442707334576,-0.002092790059192006,0.0020655444814172887,0.010683524906285404,0.021230752354538036
10,10,2019-01-12,6905.919922,0.0165712812040335,-0.00949331280126014,-0.011605970371111423,-0.00740815945997584,0.0012916341487806847
11,11,2019-01-13,6905.919922,0.0165712812040335,0.0,-0.00949331280126014,-0.011605970371111423,-0.00740815945997584
12,12,2019-01-14,6905.919922,0.0165712812040335,0.0,0.0,-0.00949331280126014,-0.011605970371111423
13,13,2019-01-15,7023.830078,-0.0004940630626685,0.016787159525586678,0.016787159525586678,0.016787159525586678,0.007453212480747586
14,14,2019-01-16,7034.689941,-0.0012679906399302,0.0015437585865306694,0.018305002790456264,0.018305002790456264,0.018305002790456264
15,15,2019-01-17,7084.459961,-0.0015526942153043,0.007025238377234713,0.008558151691698102,0.025201644159592074,0.025201644159592074
16,16,2019-01-18,7157.22998,0.0010660385402341,0.010167343958954425,0.017121154321214145,0.018638481978750124,0.03511275433404475
17,17,2019-01-19,7020.359863,0.0093044109240415,-0.01949616824079897,-0.009130600033458697,-0.0020412170144617496,-0.0004943072816380325
18,18,2019-01-20,7020.359863,0.0093044109240415,0.0,-0.01949616824079897,-0.009130600033458697,-0.0020412170144617496
19,19,2019-01-21,7020.359863,0.0093044109240415,0.0,0.0,-0.01949616824079897,-0.009130600033458697
