,Unnamed: 0,Date,Close,NextWeek,Profit1,Profit2,Profit3,Profit4,Profit5,Profit6,Profit7,Profit8,Profit9,Profit10,Profit11,Profit12,Profit13,Profit14,Profit15,Profit16,Profit17,Profit18,Profit19,Profit20,Profit21,Profit22,Profit23,Profit24,Profit25,Profit26,Profit27,Profit28,Profit29,Profit30
0,0,2019-01-02,121.330002,0.0080771118754287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2019-01-03,122.43,-0.0068610961365678,0.009066166503483727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,2019-01-04,121.440002,0.002964435063168,-0.008086237033406845,0.0009066182987453807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,2019-01-05,121.860001,0.0018873707378354,0.003458489732238229,-0.004655713468921097,0.00436824356106088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,2019-01-06,121.860001,0.0018873707378354,0.0,0.003458489732238229,-0.004655713468921097,0.00436824356106088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,2019-01-07,121.860001,0.0018873707378354,0.0,0.0,0.003458489732238229,-0.004655713468921097,0.00436824356106088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,2019-01-08,121.529999,0.0028799309049611,-0.0027080419932049176,-0.0027080419932049176,-0.0027080419932049176,0.0007410820036053423,-0.007351147594543846,0.0016483721808560625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,2019-01-09,122.309998,-0.0003270460359257,0.006418160177883235,0.0036927375373974943,0.0036927375373974943,0.0036927375373974943,0.007163998564492663,-0.0009801682594136544,0.008077111875428799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,2019-01-10,121.589996,0.0042767087515982,-0.005886697831521458,0.0004936805767602749,-0.0022156983241777392,-0.0022156983241777392,-0.0022156983241777392,0.0012351284381565838,-0.006861096136567896,0.002142866526945298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,2019-01-11,121.800003,-0.0064039899900495,0.0017271733440965365,-0.004169691835004276,0.00222170659278949,-0.0004923518751652817,-0.0004923518751652817,-0.0004923518751652817,0.00296443506316804,-0.005145773094829723,0.003873740972987131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,2019-01-12,122.089996,-0.0052420265457294,0.0023808948510452457,0.004112180413263605,-0.0017987245817794374,0.004607891093622042,0.0018873707378354806,0.0018873707378354806,0.0018873707378354806,0.00535238792239144,-0.0027771297884506044,0.006263858793969245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,2019-01-13,122.089996,-0.0052420265457294,0.0,0.0023808948510452457,0.004112180413263605,-0.0017987245817794374,0.004607891093622042,0.0018873707378354806,0.0018873707378354806,0.0018873707378354806,0.00535238792239144,-0.0027771297884506044,0.006263858793969245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,2019-01-14,122.089996,-0.0052420265457294,0.0,0.0,0.0023808948510452457,0.004112180413263605,-0.0017987245817794374,0.004607891093622042,0.0018873707378354806,0.0018873707378354806,0.0018873707378354806,0.00535238792239144,-0.0027771297884506044,0.006263858793969245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,2019-01-15,121.879997,-0.0035280604741072,-0.0017200344572048006,-0.0017200344572048006,-0.0017200344572048006,0.000656765172657666,0.0023850728640537476,-0.003515665170724556,0.002879930904961164,0.0001640899379280829,0.0001640899379280829,0.0001640899379280829,0.0036231471735317998,-0.00449238748672714,0.0045330502838037525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,2019-01-16,122.269997,-0.0080968187150605,0.003199868802097202,0.0014743304602942596,0.0014743304602942596,0.0014743304602942596,0.003858735537141159,0.005592573586399364,-0.00032704603592577543,0.006089015108113347,0.003364483806298399,0.003364483806298399,0.003364483806298399,0.006834609571234993,-0.0013068937351956482,0.007747424252082436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,2019-01-17,122.110001,-0.0083531651105301,-0.0013085466911396642,0.0018871349332244723,0.00016385453890913068,0.00016385453890913068,0.00016385453890913068,0.0025451395103823857,0.004276708751598262,-0.0016351647720572787,0.004772500656401661,0.00205153453100661,0.00205153453100661,0.00205153453100661,0.005517119474355657,-0.002613730294862451,0.006428739694572853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,2019-01-18,121.019997,0.0152041319254039,-0.008926410540279935,-0.01022327660644336,-0.007056120948214327,-0.008764018634253995,-0.008764018634253995,-0.008764018634253995,-0.006403989990049509,-0.0046878774467596475,-0.010546979160280827,-0.00419651118404107,-0.00689318884873465,-0.00689318884873465,-0.00689318884873465,-0.0034585391393521492,-0.011516809605488877,-0.002555056415477432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,2019-01-19,121.449997,0.0151503009094352,0.0035531318018458768,-0.005404995451601059,-0.006706469453826905,-0.003528060474107222,-0.005242026545729456,-0.005242026545729456,-0.005242026545729456,-0.00287361240869598,-0.001151402291353008,-0.007031322165502749,-0.0006582901395400115,-0.003364549455403342,-0.003364549455403342,-0.003364549455403342,8.230401708976682e-05,-0.008004598546108067,0.0009889969341631015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,2019-01-20,121.449997,0.0151503009094352,0.0,0.0035531318018458768,-0.005404995451601059,-0.006706469453826905,-0.003528060474107222,-0.005242026545729456,-0.005242026545729456,-0.005242026545729456,-0.00287361240869598,-0.001151402291353008,-0.007031322165502749,-0.0006582901395400115,-0.003364549455403342,-0.003364549455403342,-0.003364549455403342,8.230401708976682e-05,-0.008004598546108067,0.0009889969341631015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,2019-01-21,121.449997,0.0151503009094352,0.0,0.0,0.0035531318018458768,-0.005404995451601059,-0.006706469453826905,-0.003528060474107222,-0.005242026545729456,-0.005242026545729456,-0.005242026545729456,-0.00287361240869598,-0.001151402291353008,-0.007031322165502749,-0.0006582901395400115,-0.003364549455403342,-0.003364549455403342,-0.003364549455403342,8.230401708976682e-05,-0.008004598546108067,0.0009889969341631015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
